reportNumber,incidentYear,cause,installationYear,material
20220008,2021,MECHANICAL_DAMAGE,2018,CARBON STEEL
20220009,2021,EXTERNAL_CORROSION,1931,CARBON STEEL
20220010,2021,MATERIAL_FAILURE,1958,CARBON STEEL
20220011,2021,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20220012,2021,MECHANICAL_DAMAGE,2019,CARBON STEEL
20220013,2021,MATERIAL_FAILURE,UNKNOWN,CARBON STEEL
20220014,2021,EXTERNAL_CORROSION,1970,CARBON STEEL
20220015,2021,INTERNAL_CORROSION,1950,CARBON STEEL
20220016,2022,MECHANICAL_DAMAGE,1950,CARBON STEEL
20220017,2022,OTHER,2021,MATERIAL OTHER THAN CARBON STEEL
20220018,2022,OTHER,2021,CARBON STEEL
20220019,2022,INTERNAL_CORROSION,1984,CARBON STEEL
20220020,2022,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220021,2022,MECHANICAL_DAMAGE,2019,CARBON STEEL
20220022,2022,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20220023,2022,MECHANICAL_DAMAGE,2021,CARBON STEEL
20220024,2022,OTHER,1996,CARBON STEEL
20220026,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220027,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220028,2022,MECHANICAL_DAMAGE,1995,CARBON STEEL
20220029,2022,MECHANICAL_DAMAGE,2021,CARBON STEEL
20220030,2022,MECHANICAL_DAMAGE,1992,CARBON STEEL
20220031,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220032,2022,OTHER,2017,MATERIAL OTHER THAN CARBON STEEL
20220033,2022,INTERNAL_CORROSION,2006,CARBON STEEL
20220034,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220035,2021,EXTERNAL_CORROSION,2014,CARBON STEEL
20220036,2022,MECHANICAL_DAMAGE,1984,CARBON STEEL
20220037,2022,MECHANICAL_DAMAGE,2005,CARBON STEEL
20220038,2022,OTHER,2015,CARBON STEEL
20220039,2022,MECHANICAL_DAMAGE,1976,CARBON STEEL
20220040,2022,OTHER,2021,CARBON STEEL
20220041,2022,MECHANICAL_DAMAGE,1957,CARBON STEEL
20220042,2022,OTHER,2010,CARBON STEEL
20220043,2022,MECHANICAL_DAMAGE,2015,CARBON STEEL
20220044,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220045,2022,OTHER,2015,CARBON STEEL
20220046,2022,MECHANICAL_DAMAGE,2017,MATERIAL OTHER THAN CARBON STEEL
20220047,2022,MECHANICAL_DAMAGE,2022,CARBON STEEL
20220048,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220049,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220050,2022,OTHER,2021,CARBON STEEL
20220051,2022,MECHANICAL_DAMAGE,2019,CARBON STEEL
20220052,2022,INTERNAL_CORROSION,1948,CARBON STEEL
20220053,2022,OTHER,1974,CARBON STEEL
20220054,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220055,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220056,2022,OTHER,2017,CARBON STEEL
20220057,2022,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220058,2022,MECHANICAL_DAMAGE,2008,MATERIAL OTHER THAN CARBON STEEL
20220059,2022,OTHER,2004,MATERIAL OTHER THAN CARBON STEEL
20220060,2022,MECHANICAL_DAMAGE,1998,MATERIAL OTHER THAN CARBON STEEL
20220061,2022,INTERNAL_CORROSION,2018,CARBON STEEL
20220062,2022,EXTERNAL_CORROSION,2019,CARBON STEEL
20220063,2022,MATERIAL_FAILURE,1968,CARBON STEEL
20220064,2022,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220065,2022,MATERIAL_FAILURE,1969,CARBON STEEL
20220066,2022,EXTERNAL_CORROSION,1951,CARBON STEEL
20220067,2022,MECHANICAL_DAMAGE,2021,CARBON STEEL
20220068,2022,OTHER,1978,CARBON STEEL
20220069,2022,EXTERNAL_CORROSION,1989,CARBON STEEL
20220070,2022,OTHER,2018,MATERIAL OTHER THAN CARBON STEEL
20220071,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220072,2022,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220073,2022,OTHER,1965,CARBON STEEL
20220074,2022,MECHANICAL_DAMAGE,2012,CARBON STEEL
20220075,2022,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20220076,2022,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220077,2022,OTHER,1949,CARBON STEEL
20220078,2022,MECHANICAL_DAMAGE,2019,CARBON STEEL
20220079,2022,OTHER,2022,MATERIAL OTHER THAN CARBON STEEL
20220080,2022,EXTERNAL_CORROSION,2009,CARBON STEEL
20220081,2022,MATERIAL_FAILURE,1961,CARBON STEEL
20220082,2022,OTHER,2022,CARBON STEEL
20220083,2022,OTHER,2018,CARBON STEEL
20220085,2022,MATERIAL_FAILURE,1963,CARBON STEEL
20220086,2022,INTERNAL_CORROSION,1942,CARBON STEEL
20220087,2022,OTHER,2022,MATERIAL OTHER THAN CARBON STEEL
20220088,2022,MECHANICAL_DAMAGE,2021,CARBON STEEL
20220089,2022,MECHANICAL_DAMAGE,2020,CARBON STEEL
20220090,2022,EXTERNAL_CORROSION,1946,CARBON STEEL
20220092,2022,EXTERNAL_CORROSION,1961,CARBON STEEL
20220093,2022,MATERIAL_FAILURE,1970,CARBON STEEL
20220094,2022,MECHANICAL_DAMAGE,2018,CARBON STEEL
20220095,2022,INTERNAL_CORROSION,2018,CARBON STEEL
20220096,2022,OTHER,2020,MATERIAL OTHER THAN CARBON STEEL
20220097,2022,EXTERNAL_CORROSION,1955,CARBON STEEL
20220098,2022,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220099,2022,MECHANICAL_DAMAGE,1986,CARBON STEEL
20220100,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220101,2022,INTERNAL_CORROSION,1959,CARBON STEEL
20220102,2022,MATERIAL_FAILURE,1966,CARBON STEEL
20220103,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220104,2022,MECHANICAL_DAMAGE,2015,CARBON STEEL
20220105,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220106,2022,OTHER,UNKNOWN,CARBON STEEL
20220107,2022,MECHANICAL_DAMAGE,2021,MATERIAL OTHER THAN CARBON STEEL
20220108,2022,OTHER,1999,CARBON STEEL
20220109,2022,OTHER,2011,CARBON STEEL
20220110,2022,MATERIAL_FAILURE,2017,CARBON STEEL
20220111,2022,OTHER,1952,CARBON STEEL
20220112,2022,OTHER,2012,CARBON STEEL
20220113,2022,MATERIAL_FAILURE,2016,CARBON STEEL
20220114,2022,MECHANICAL_DAMAGE,2015,CARBON STEEL
20220115,2022,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220116,2022,OTHER,2014,CARBON STEEL
20220117,2022,MECHANICAL_DAMAGE,2013,MATERIAL OTHER THAN CARBON STEEL
20220118,2022,MECHANICAL_DAMAGE,2013,CARBON STEEL
20220119,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220120,2022,MECHANICAL_DAMAGE,2014,CARBON STEEL
20220121,2022,INTERNAL_CORROSION,1992,CARBON STEEL
20220122,2022,INTERNAL_CORROSION,2016,CARBON STEEL
20220123,2022,MECHANICAL_DAMAGE,1963,MATERIAL OTHER THAN CARBON STEEL
20220124,2022,MECHANICAL_DAMAGE,2022,MATERIAL OTHER THAN CARBON STEEL
20220125,2022,MECHANICAL_DAMAGE,1986,MATERIAL OTHER THAN CARBON STEEL
20220126,2022,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220127,2022,OTHER,2013,CARBON STEEL
20220128,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220129,2022,MECHANICAL_DAMAGE,2022,MATERIAL OTHER THAN CARBON STEEL
20220130,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220131,2022,INTERNAL_CORROSION,2009,CARBON STEEL
20220132,2022,INTERNAL_CORROSION,2014,CARBON STEEL
20220133,2022,MECHANICAL_DAMAGE,2009,MATERIAL OTHER THAN CARBON STEEL
20220134,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220135,2022,MECHANICAL_DAMAGE,2018,MATERIAL OTHER THAN CARBON STEEL
20220136,2022,INTERNAL_CORROSION,2012,CARBON STEEL
20220137,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220138,2022,MECHANICAL_DAMAGE,1950,CARBON STEEL
20220139,2022,MECHANICAL_DAMAGE,1989,MATERIAL OTHER THAN CARBON STEEL
20220140,2022,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220141,2022,EXTERNAL_CORROSION,2020,CARBON STEEL
20220142,2022,MECHANICAL_DAMAGE,1973,CARBON STEEL
20220144,2022,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220145,2022,MECHANICAL_DAMAGE,2022,CARBON STEEL
20220146,2022,OTHER,1965,CARBON STEEL
20220147,2022,OTHER,2021,MATERIAL OTHER THAN CARBON STEEL
20220148,2022,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220149,2022,EXTERNAL_CORROSION,2014,MATERIAL OTHER THAN CARBON STEEL
20220151,2022,OTHER,UNKNOWN,CARBON STEEL
20220152,2022,MECHANICAL_DAMAGE,2019,CARBON STEEL
20220153,2022,EXTERNAL_CORROSION,1957,CARBON STEEL
20220154,2022,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20220155,2022,INTERNAL_CORROSION,1959,CARBON STEEL
20220156,2022,OTHER,2022,CARBON STEEL
20220157,2022,OTHER,1952,CARBON STEEL
20220158,2022,MECHANICAL_DAMAGE,2022,MATERIAL OTHER THAN CARBON STEEL
20220159,2022,OTHER,1969,CARBON STEEL
20220160,2022,MECHANICAL_DAMAGE,1990,CARBON STEEL
20220161,2022,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220162,2022,OTHER,1950,CARBON STEEL
20220163,2022,OTHER,2022,CARBON STEEL
20220164,2022,OTHER,UNKNOWN,CARBON STEEL
20220165,2022,OTHER,2022,CARBON STEEL
20220166,2022,OTHER,1989,CARBON STEEL
20220167,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220168,2022,INTERNAL_CORROSION,2014,CARBON STEEL
20220169,2022,MECHANICAL_DAMAGE,2019,CARBON STEEL
20220170,2022,OTHER,UNKNOWN,CARBON STEEL
20220171,2022,OTHER,1976,CARBON STEEL
20220172,2022,MATERIAL_FAILURE,1975,CARBON STEEL
20220173,2022,EXTERNAL_CORROSION,1989,CARBON STEEL
20220174,2022,MECHANICAL_DAMAGE,2018,CARBON STEEL
20220175,2022,INTERNAL_CORROSION,2014,CARBON STEEL
20220176,2022,MECHANICAL_DAMAGE,1990,CARBON STEEL
20220177,2022,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20220178,2022,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20220179,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220180,2022,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20220181,2022,INTERNAL_CORROSION,2011,CARBON STEEL
20220182,2022,EXTERNAL_CORROSION,1956,CARBON STEEL
20220183,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220184,2022,INTERNAL_CORROSION,2017,CARBON STEEL
20220185,2022,MECHANICAL_DAMAGE,1942,CARBON STEEL
20220186,2022,OTHER,1971,CARBON STEEL
20220187,2022,MECHANICAL_DAMAGE,2022,CARBON STEEL
20220189,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220190,2022,OTHER,2022,MATERIAL OTHER THAN CARBON STEEL
20220191,2022,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220192,2022,OTHER,1972,CARBON STEEL
20220194,2022,MECHANICAL_DAMAGE,2020,MATERIAL OTHER THAN CARBON STEEL
20220195,2022,MATERIAL_FAILURE,1968,CARBON STEEL
20220196,2022,MECHANICAL_DAMAGE,2018,CARBON STEEL
20220197,2022,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220198,2022,OTHER,2022,MATERIAL OTHER THAN CARBON STEEL
20220199,2022,MECHANICAL_DAMAGE,1995,MATERIAL OTHER THAN CARBON STEEL
20220200,2022,MECHANICAL_DAMAGE,2022,CARBON STEEL
20220201,2022,MECHANICAL_DAMAGE,2020,MATERIAL OTHER THAN CARBON STEEL
20220202,2022,OTHER,1963,CARBON STEEL
20220203,2022,MECHANICAL_DAMAGE,1993,MATERIAL OTHER THAN CARBON STEEL
20220204,2022,MECHANICAL_DAMAGE,1998,MATERIAL OTHER THAN CARBON STEEL
20220205,2022,MECHANICAL_DAMAGE,2008,CARBON STEEL
20220206,2022,OTHER,UNKNOWN,CARBON STEEL
20220207,2022,OTHER,1951,CARBON STEEL
20220208,2022,MATERIAL_FAILURE,1954,CARBON STEEL
20220209,2022,MATERIAL_FAILURE,1974,CARBON STEEL
20220211,2022,INTERNAL_CORROSION,2012,CARBON STEEL
20220212,2022,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20220213,2021,EXTERNAL_CORROSION,2014,CARBON STEEL
20220214,2022,OTHER,UNKNOWN,CARBON STEEL
20220215,2022,EXTERNAL_CORROSION,1980,CARBON STEEL
20220216,2022,OTHER,2017,CARBON STEEL
20220217,2022,MECHANICAL_DAMAGE,2020,CARBON STEEL
20220218,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220219,2022,INTERNAL_CORROSION,2015,CARBON STEEL
20220220,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220221,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220222,2022,MECHANICAL_DAMAGE,2016,MATERIAL OTHER THAN CARBON STEEL
20220223,2022,OTHER,2018,CARBON STEEL
20220224,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220225,2022,INTERNAL_CORROSION,2012,CARBON STEEL
20220226,2022,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20220227,2022,OTHER,2014,CARBON STEEL
20220228,2022,INTERNAL_CORROSION,2018,CARBON STEEL
20220229,2022,OTHER,1989,CARBON STEEL
20220230,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220231,2022,MECHANICAL_DAMAGE,1999,CARBON STEEL
20220232,2022,MECHANICAL_DAMAGE,2018,CARBON STEEL
20220233,2022,OTHER,1931,CARBON STEEL
20220234,2022,INTERNAL_CORROSION,2019,CARBON STEEL
20220235,2022,MECHANICAL_DAMAGE,2022,CARBON STEEL
20220236,2022,OTHER,1998,CARBON STEEL
20220237,2022,OTHER,2012,CARBON STEEL
20220238,2022,OTHER,1992,CARBON STEEL
20220239,2022,MATERIAL_FAILURE,1945,CARBON STEEL
20220240,2022,MECHANICAL_DAMAGE,2016,MATERIAL OTHER THAN CARBON STEEL
20220241,2022,MECHANICAL_DAMAGE,2010,MATERIAL OTHER THAN CARBON STEEL
20220242,2022,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220243,2022,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220244,2022,OTHER,2013,CARBON STEEL
20220245,2022,MECHANICAL_DAMAGE,1992,CARBON STEEL
20220246,2022,MECHANICAL_DAMAGE,2013,MATERIAL OTHER THAN CARBON STEEL
20220247,2022,MECHANICAL_DAMAGE,1999,CARBON STEEL
20220248,2022,MATERIAL_FAILURE,1958,CARBON STEEL
20220249,2022,MECHANICAL_DAMAGE,2022,CARBON STEEL
20220250,2022,EXTERNAL_CORROSION,1931,CARBON STEEL
20220251,2022,MECHANICAL_DAMAGE,2022,CARBON STEEL
20220252,2022,MECHANICAL_DAMAGE,2016,CARBON STEEL
20220253,2022,INTERNAL_CORROSION,1950,CARBON STEEL
20220254,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220255,2022,MECHANICAL_DAMAGE,1997,CARBON STEEL
20220256,2022,MECHANICAL_DAMAGE,2017,CARBON STEEL
20220257,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220258,2022,OTHER,UNKNOWN,CARBON STEEL
20220259,2022,MECHANICAL_DAMAGE,1974,MATERIAL OTHER THAN CARBON STEEL
20220260,2022,INTERNAL_CORROSION,2019,CARBON STEEL
20220261,2022,OTHER,1985,CARBON STEEL
20220262,2022,INTERNAL_CORROSION,2015,CARBON STEEL
20220263,2022,MATERIAL_FAILURE,1954,CARBON STEEL
20220264,2022,OTHER,2015,CARBON STEEL
20220265,2022,MECHANICAL_DAMAGE,2022,MATERIAL OTHER THAN CARBON STEEL
20220266,2022,MATERIAL_FAILURE,1954,CARBON STEEL
20220267,2022,MECHANICAL_DAMAGE,1972,CARBON STEEL
20220268,2022,MECHANICAL_DAMAGE,1999,CARBON STEEL
20220269,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220270,2022,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20220271,2022,INTERNAL_CORROSION,2016,CARBON STEEL
20220272,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20220273,2022,MECHANICAL_DAMAGE,2019,CARBON STEEL
20220274,2022,MECHANICAL_DAMAGE,2020,CARBON STEEL
20220275,2022,MECHANICAL_DAMAGE,2008,CARBON STEEL
20220276,2022,INTERNAL_CORROSION,2013,CARBON STEEL
20220277,2022,MECHANICAL_DAMAGE,2022,CARBON STEEL
20220278,2022,MECHANICAL_DAMAGE,2019,CARBON STEEL
20220279,2022,MECHANICAL_DAMAGE,1997,CARBON STEEL
20220280,2022,MECHANICAL_DAMAGE,1971,CARBON STEEL
20220281,2022,MECHANICAL_DAMAGE,2006,CARBON STEEL
20220282,2022,OTHER,2022,CARBON STEEL
20220283,2022,MATERIAL_FAILURE,1954,CARBON STEEL
20220284,2022,INTERNAL_CORROSION,2007,CARBON STEEL
20220285,2022,MATERIAL_FAILURE,2021,CARBON STEEL
20220286,2022,OTHER,2019,MATERIAL OTHER THAN CARBON STEEL
20220287,2022,MECHANICAL_DAMAGE,2000,MATERIAL OTHER THAN CARBON STEEL
20220288,2022,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20220289,2022,MECHANICAL_DAMAGE,2021,CARBON STEEL
20220290,2022,OTHER,2017,CARBON STEEL
20220291,2022,MECHANICAL_DAMAGE,1971,CARBON STEEL
20220292,2022,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20220293,2022,MECHANICAL_DAMAGE,2020,MATERIAL OTHER THAN CARBON STEEL
20220294,2022,OTHER,2022,MATERIAL OTHER THAN CARBON STEEL
20220295,2022,MECHANICAL_DAMAGE,2016,CARBON STEEL
20220296,2022,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230001,2022,MATERIAL_FAILURE,2022,CARBON STEEL
20230002,2022,MECHANICAL_DAMAGE,2018,MATERIAL OTHER THAN CARBON STEEL
20230003,2022,INTERNAL_CORROSION,2017,CARBON STEEL
20230004,2022,MATERIAL_FAILURE,2010,CARBON STEEL
20230005,2022,MECHANICAL_DAMAGE,2009,MATERIAL OTHER THAN CARBON STEEL
20230006,2022,OTHER,UNKNOWN,CARBON STEEL
20230007,2022,EXTERNAL_CORROSION,1954,CARBON STEEL
20230008,2022,EXTERNAL_CORROSION,1949,CARBON STEEL
20230009,2022,MECHANICAL_DAMAGE,2014,CARBON STEEL
20230010,2022,INTERNAL_CORROSION,2016,CARBON STEEL
20230011,2022,MECHANICAL_DAMAGE,2020,MATERIAL OTHER THAN CARBON STEEL
20230013,2022,OTHER,2022,CARBON STEEL
20230014,2022,MATERIAL_FAILURE,1949,CARBON STEEL
20230015,2022,INTERNAL_CORROSION,2016,CARBON STEEL
20230016,2022,MATERIAL_FAILURE,UNKNOWN,CARBON STEEL
20230017,2022,MECHANICAL_DAMAGE,2014,CARBON STEEL
20230018,2022,MECHANICAL_DAMAGE,2022,MATERIAL OTHER THAN CARBON STEEL
20230019,2022,INTERNAL_CORROSION,2002,CARBON STEEL
20230020,2022,MECHANICAL_DAMAGE,2019,CARBON STEEL
20230021,2022,OTHER,1969,CARBON STEEL
20230022,2022,MECHANICAL_DAMAGE,2016,CARBON STEEL
20230023,2023,MECHANICAL_DAMAGE,2018,CARBON STEEL
20230024,2022,MECHANICAL_DAMAGE,2007,CARBON STEEL
20230025,2023,OTHER,UNKNOWN,CARBON STEEL
20230026,2023,MECHANICAL_DAMAGE,2015,CARBON STEEL
20230027,2023,MECHANICAL_DAMAGE,1961,CARBON STEEL
20230028,2023,OTHER,1998,CARBON STEEL
20230029,2023,MECHANICAL_DAMAGE,1978,CARBON STEEL
20230030,2023,MECHANICAL_DAMAGE,2016,MATERIAL OTHER THAN CARBON STEEL
20230031,2023,MECHANICAL_DAMAGE,1986,CARBON STEEL
20230032,2023,MECHANICAL_DAMAGE,1997,CARBON STEEL
20230033,2023,OTHER,1965,CARBON STEEL
20230034,2023,EXTERNAL_CORROSION,1957,CARBON STEEL
20230035,2023,MECHANICAL_DAMAGE,1981,CARBON STEEL
20230037,2023,OTHER,2023,CARBON STEEL
20230038,2023,MECHANICAL_DAMAGE,2015,CARBON STEEL
20230040,2023,MECHANICAL_DAMAGE,2011,MATERIAL OTHER THAN CARBON STEEL
20230041,2023,INTERNAL_CORROSION,1949,CARBON STEEL
20230042,2023,MECHANICAL_DAMAGE,1997,MATERIAL OTHER THAN CARBON STEEL
20230043,2023,MECHANICAL_DAMAGE,1942,CARBON STEEL
20230044,2022,EXTERNAL_CORROSION,1983,CARBON STEEL
20230045,2023,MECHANICAL_DAMAGE,2020,CARBON STEEL
20230046,2023,MECHANICAL_DAMAGE,1998,CARBON STEEL
20230047,2023,OTHER,UNKNOWN,CARBON STEEL
20230048,2023,OTHER,2023,CARBON STEEL
20230049,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230050,2023,INTERNAL_CORROSION,2012,CARBON STEEL
20230051,2023,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20230052,2023,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20230053,2023,OTHER,UNKNOWN,CARBON STEEL
20230054,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230055,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230056,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230057,2023,OTHER,1971,CARBON STEEL
20230058,2023,MECHANICAL_DAMAGE,2022,CARBON STEEL
20230059,2023,MATERIAL_FAILURE,2014,CARBON STEEL
20230060,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230061,2023,MECHANICAL_DAMAGE,1977,CARBON STEEL
20230062,2023,OTHER,1957,CARBON STEEL
20230063,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230064,2023,EXTERNAL_CORROSION,1941,CARBON STEEL
20230065,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230066,2023,MECHANICAL_DAMAGE,1943,CARBON STEEL
20230067,2023,MECHANICAL_DAMAGE,2023,CARBON STEEL
20230068,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230069,2023,INTERNAL_CORROSION,2018,CARBON STEEL
20230070,2023,OTHER,2022,MATERIAL OTHER THAN CARBON STEEL
20230071,2023,EXTERNAL_CORROSION,1982,CARBON STEEL
20230072,2023,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20230074,2023,MECHANICAL_DAMAGE,1988,MATERIAL OTHER THAN CARBON STEEL
20230075,2023,MECHANICAL_DAMAGE,1977,MATERIAL OTHER THAN CARBON STEEL
20230076,2023,INTERNAL_CORROSION,1969,CARBON STEEL
20230077,2023,INTERNAL_CORROSION,2013,CARBON STEEL
20230078,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230079,2023,MECHANICAL_DAMAGE,2015,CARBON STEEL
20230080,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230081,2023,INTERNAL_CORROSION,2007,CARBON STEEL
20230082,2023,MECHANICAL_DAMAGE,1978,CARBON STEEL
20230083,2023,INTERNAL_CORROSION,1999,CARBON STEEL
20230084,2021,MECHANICAL_DAMAGE,1999,CARBON STEEL
20230085,2023,MECHANICAL_DAMAGE,1962,CARBON STEEL
20230086,2023,MECHANICAL_DAMAGE,1969,CARBON STEEL
20230087,2023,MECHANICAL_DAMAGE,2022,MATERIAL OTHER THAN CARBON STEEL
20230088,2023,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230089,2023,MECHANICAL_DAMAGE,2023,CARBON STEEL
20230090,2023,MECHANICAL_DAMAGE,1970,CARBON STEEL
20230091,2023,INTERNAL_CORROSION,2012,CARBON STEEL
20230092,2021,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230093,2022,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230094,2023,MECHANICAL_DAMAGE,2022,MATERIAL OTHER THAN CARBON STEEL
20230095,2023,OTHER,2017,CARBON STEEL
20230096,2023,MECHANICAL_DAMAGE,2023,MATERIAL OTHER THAN CARBON STEEL
20230097,2023,OTHER,2015,MATERIAL OTHER THAN CARBON STEEL
20230098,2023,OTHER,2018,MATERIAL OTHER THAN CARBON STEEL
20230099,2023,INTERNAL_CORROSION,2013,CARBON STEEL
20230100,2023,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230102,2023,INTERNAL_CORROSION,2014,CARBON STEEL
20230103,2023,EXTERNAL_CORROSION,1952,CARBON STEEL
20230104,2023,OTHER,1992,CARBON STEEL
20230105,2023,MECHANICAL_DAMAGE,2007,MATERIAL OTHER THAN CARBON STEEL
20230106,2023,OTHER,1952,CARBON STEEL
20230107,2023,MECHANICAL_DAMAGE,1952,CARBON STEEL
20230108,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230109,2023,INTERNAL_CORROSION,1968,CARBON STEEL
20230110,2023,OTHER,UNKNOWN,CARBON STEEL
20230111,2023,OTHER,UNKNOWN,CARBON STEEL
20230112,2023,OTHER,2023,MATERIAL OTHER THAN CARBON STEEL
20230113,2023,OTHER,UNKNOWN,CARBON STEEL
20230114,2023,MECHANICAL_DAMAGE,2020,MATERIAL OTHER THAN CARBON STEEL
20230115,2023,INTERNAL_CORROSION,2011,CARBON STEEL
20230116,2023,INTERNAL_CORROSION,2015,CARBON STEEL
20230117,2023,MECHANICAL_DAMAGE,1979,MATERIAL OTHER THAN CARBON STEEL
20230119,2023,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230120,2023,EXTERNAL_CORROSION,1994,CARBON STEEL
20230121,2023,OTHER,2013,CARBON STEEL
20230122,2023,INTERNAL_CORROSION,2019,CARBON STEEL
