reportNumber,incidentYear,cause,installationYear,material
20230123,2023,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20230124,2023,EXTERNAL_CORROSION,1953,CARBON STEEL
20230125,2023,MECHANICAL_DAMAGE,2023,MATERIAL OTHER THAN CARBON STEEL
20230126,2023,INTERNAL_CORROSION,2016,CARBON STEEL
20230127,2023,INTERNAL_CORROSION,2004,CARBON STEEL
20230128,2023,MECHANICAL_DAMAGE,2023,CARBON STEEL
20230129,2023,MECHANICAL_DAMAGE,1954,CARBON STEEL
20230130,2023,EXTERNAL_CORROSION,1993,CARBON STEEL
20230131,2023,MECHANICAL_DAMAGE,2013,MATERIAL OTHER THAN CARBON STEEL
20230132,2023,INTERNAL_CORROSION,2004,CARBON STEEL
20230133,2023,MECHANICAL_DAMAGE,2010,CARBON STEEL
20230134,2023,MATERIAL_FAILURE,1967,CARBON STEEL
20230135,2023,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230136,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230137,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230138,2023,INTERNAL_CORROSION,2011,CARBON STEEL
20230139,2023,EXTERNAL_CORROSION,2019,CARBON STEEL
20230140,2023,MECHANICAL_DAMAGE,2013,CARBON STEEL
20230141,2023,MECHANICAL_DAMAGE,2016,CARBON STEEL
20230142,2023,MECHANICAL_DAMAGE,2018,MATERIAL OTHER THAN CARBON STEEL
20230143,2023,EXTERNAL_CORROSION,1957,CARBON STEEL
20230144,2023,MECHANICAL_DAMAGE,2013,CARBON STEEL
20230145,2023,MECHANICAL_DAMAGE,1978,CARBON STEEL
20230146,2023,INTERNAL_CORROSION,2011,CARBON STEEL
20230147,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230148,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230149,2023,MECHANICAL_DAMAGE,2014,CARBON STEEL
20230150,2023,MECHANICAL_DAMAGE,1984,CARBON STEEL
20230151,2023,OTHER,1957,CARBON STEEL
20230152,2023,EXTERNAL_CORROSION,1999,CARBON STEEL
20230153,2023,MECHANICAL_DAMAGE,2022,MATERIAL OTHER THAN CARBON STEEL
20230154,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230155,2023,INTERNAL_CORROSION,2018,CARBON STEEL
20230156,2023,MECHANICAL_DAMAGE,1965,CARBON STEEL
20230157,2023,MECHANICAL_DAMAGE,1968,CARBON STEEL
20230158,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230159,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230160,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230162,2023,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230163,2023,OTHER,2023,MATERIAL OTHER THAN CARBON STEEL
20230164,2023,MECHANICAL_DAMAGE,2017,CARBON STEEL
20230165,2023,INTERNAL_CORROSION,2018,CARBON STEEL
20230166,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230167,2023,INTERNAL_CORROSION,2015,CARBON STEEL
20230168,2023,MECHANICAL_DAMAGE,1971,MATERIAL OTHER THAN CARBON STEEL
20230169,2023,OTHER,1956,CARBON STEEL
20230170,2023,MECHANICAL_DAMAGE,2017,CARBON STEEL
20230171,2023,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20230172,2023,INTERNAL_CORROSION,2012,CARBON STEEL
20230173,2023,MECHANICAL_DAMAGE,1963,CARBON STEEL
20230174,2023,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230175,2023,MATERIAL_FAILURE,1964,CARBON STEEL
20230176,2023,INTERNAL_CORROSION,2017,CARBON STEEL
20230177,2023,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230178,2023,MATERIAL_FAILURE,1949,CARBON STEEL
20230179,2023,OTHER,2017,CARBON STEEL
20230180,2023,OTHER,UNKNOWN,CARBON STEEL
20230181,2023,OTHER,2017,CARBON STEEL
20230182,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230183,2023,MECHANICAL_DAMAGE,2009,CARBON STEEL
20230184,2023,INTERNAL_CORROSION,1995,CARBON STEEL
20230185,2023,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230186,2023,OTHER,2013,CARBON STEEL
20230187,2023,MATERIAL_FAILURE,1976,CARBON STEEL
20230188,2023,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20230189,2023,EXTERNAL_CORROSION,1965,CARBON STEEL
20230190,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230191,2023,MECHANICAL_DAMAGE,1968,CARBON STEEL
20230192,2023,EXTERNAL_CORROSION,1952,CARBON STEEL
20230193,2023,OTHER,UNKNOWN,CARBON STEEL
20230194,2023,MATERIAL_FAILURE,1969,CARBON STEEL
20230195,2023,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230196,2023,INTERNAL_CORROSION,2006,CARBON STEEL
20230197,2023,INTERNAL_CORROSION,2014,CARBON STEEL
20230198,2023,INTERNAL_CORROSION,2011,CARBON STEEL
20230199,2023,OTHER,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230200,2023,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20230201,2023,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20230202,2023,EXTERNAL_CORROSION,1952,CARBON STEEL
20230203,2023,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20230204,2023,MECHANICAL_DAMAGE,1971,CARBON STEEL
20230205,2023,EXTERNAL_CORROSION,2014,CARBON STEEL
20230206,2023,OTHER,1922,CARBON STEEL
20230207,2023,INTERNAL_CORROSION,2017,CARBON STEEL
20230208,2023,MECHANICAL_DAMAGE,2022,MATERIAL OTHER THAN CARBON STEEL
20230209,2023,INTERNAL_CORROSION,2014,CARBON STEEL
20230210,2023,MATERIAL_FAILURE,UNKNOWN,CARBON STEEL
20230211,2023,MATERIAL_FAILURE,2013,CARBON STEEL
20230212,2023,OTHER,1962,CARBON STEEL
20230213,2023,MATERIAL_FAILURE,1958,CARBON STEEL
20230214,2023,INTERNAL_CORROSION,2012,CARBON STEEL
20230215,2023,MECHANICAL_DAMAGE,1959,CARBON STEEL
20230216,2023,MECHANICAL_DAMAGE,2022,MATERIAL OTHER THAN CARBON STEEL
20230217,2023,MECHANICAL_DAMAGE,2023,MATERIAL OTHER THAN CARBON STEEL
20230218,2023,MATERIAL_FAILURE,1971,CARBON STEEL
20230219,2023,MATERIAL_FAILURE,1962,CARBON STEEL
20230220,2023,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230221,2023,OTHER,1984,CARBON STEEL
20230222,2023,MECHANICAL_DAMAGE,2022,CARBON STEEL
20230223,2023,MECHANICAL_DAMAGE,2023,MATERIAL OTHER THAN CARBON STEEL
20230224,2023,MECHANICAL_DAMAGE,2023,MATERIAL OTHER THAN CARBON STEEL
20230225,2023,MECHANICAL_DAMAGE,2023,MATERIAL OTHER THAN CARBON STEEL
20230226,2023,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230227,2023,MECHANICAL_DAMAGE,1952,CARBON STEEL
20230228,2023,OTHER,1964,CARBON STEEL
20230229,2023,EXTERNAL_CORROSION,1955,CARBON STEEL
20230230,2023,MECHANICAL_DAMAGE,1978,CARBON STEEL
20230231,2023,MATERIAL_FAILURE,1958,CARBON STEEL
20230232,2023,MATERIAL_FAILURE,1963,CARBON STEEL
20230233,2023,MECHANICAL_DAMAGE,2020,CARBON STEEL
20230234,2023,INTERNAL_CORROSION,2019,CARBON STEEL
20230235,2023,INTERNAL_CORROSION,2011,CARBON STEEL
20230237,2023,INTERNAL_CORROSION,1992,CARBON STEEL
20230238,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230239,2023,EXTERNAL_CORROSION,1990,CARBON STEEL
20230240,2023,MECHANICAL_DAMAGE,2013,CARBON STEEL
20230241,2023,MECHANICAL_DAMAGE,1963,MATERIAL OTHER THAN CARBON STEEL
20230242,2023,INTERNAL_CORROSION,2015,CARBON STEEL
20230243,2023,OTHER,2016,MATERIAL OTHER THAN CARBON STEEL
20230244,2023,INTERNAL_CORROSION,1965,CARBON STEEL
20230245,2023,MECHANICAL_DAMAGE,1943,CARBON STEEL
20230247,2023,MECHANICAL_DAMAGE,2017,MATERIAL OTHER THAN CARBON STEEL
20230248,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230249,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230250,2023,OTHER,2016,MATERIAL OTHER THAN CARBON STEEL
20230251,2023,INTERNAL_CORROSION,2012,CARBON STEEL
20230252,2023,MATERIAL_FAILURE,2012,CARBON STEEL
20230253,2023,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20230254,2023,OTHER,UNKNOWN,CARBON STEEL
20230255,2023,MATERIAL_FAILURE,1960,CARBON STEEL
20230257,2023,MATERIAL_FAILURE,1979,CARBON STEEL
20230258,2023,MECHANICAL_DAMAGE,2022,CARBON STEEL
20230259,2023,OTHER,2007,CARBON STEEL
20230260,2023,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20230261,2023,MECHANICAL_DAMAGE,1950,MATERIAL OTHER THAN CARBON STEEL
20230262,2023,MECHANICAL_DAMAGE,2013,CARBON STEEL
20230263,2023,EXTERNAL_CORROSION,1982,CARBON STEEL
20230264,2023,MECHANICAL_DAMAGE,2023,MATERIAL OTHER THAN CARBON STEEL
20230265,2023,MECHANICAL_DAMAGE,2011,MATERIAL OTHER THAN CARBON STEEL
20230266,2023,OTHER,UNKNOWN,CARBON STEEL
20230267,2023,OTHER,2015,CARBON STEEL
20230268,2023,MECHANICAL_DAMAGE,1955,CARBON STEEL
20230269,2023,EXTERNAL_CORROSION,1966,CARBON STEEL
20230270,2023,MECHANICAL_DAMAGE,2022,MATERIAL OTHER THAN CARBON STEEL
20230271,2023,MECHANICAL_DAMAGE,2023,MATERIAL OTHER THAN CARBON STEEL
20230272,2023,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230273,2023,MECHANICAL_DAMAGE,1991,MATERIAL OTHER THAN CARBON STEEL
20230274,2023,INTERNAL_CORROSION,2019,CARBON STEEL
20230275,2023,INTERNAL_CORROSION,2019,CARBON STEEL
20230276,2023,MATERIAL_FAILURE,1971,CARBON STEEL
20230277,2023,MECHANICAL_DAMAGE,1993,CARBON STEEL
20230278,2023,OTHER,2020,CARBON STEEL
20230279,2023,MECHANICAL_DAMAGE,2018,MATERIAL OTHER THAN CARBON STEEL
20230280,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230281,2023,OTHER,2020,CARBON STEEL
20230282,2023,MECHANICAL_DAMAGE,2014,CARBON STEEL
20230283,2023,MECHANICAL_DAMAGE,2023,MATERIAL OTHER THAN CARBON STEEL
20230284,2023,EXTERNAL_CORROSION,1973,CARBON STEEL
20230285,2023,INTERNAL_CORROSION,2002,CARBON STEEL
20230286,2023,MATERIAL_FAILURE,2017,CARBON STEEL
20230287,2023,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230288,2023,MECHANICAL_DAMAGE,1952,CARBON STEEL
20230289,2023,EXTERNAL_CORROSION,1972,CARBON STEEL
20230290,2023,MECHANICAL_DAMAGE,2023,CARBON STEEL
20230291,2023,OTHER,2023,CARBON STEEL
20230292,2023,MECHANICAL_DAMAGE,2023,MATERIAL OTHER THAN CARBON STEEL
20230293,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20230294,2023,MECHANICAL_DAMAGE,2015,CARBON STEEL
20230295,2023,MECHANICAL_DAMAGE,2023,MATERIAL OTHER THAN CARBON STEEL
20230297,2023,EXTERNAL_CORROSION,2014,CARBON STEEL
20230298,2023,OTHER,2022,MATERIAL OTHER THAN CARBON STEEL
20230299,2023,OTHER,1939,CARBON STEEL
20230300,2023,INTERNAL_CORROSION,1950,CARBON STEEL
20230301,2023,MECHANICAL_DAMAGE,2005,CARBON STEEL
20230302,2023,MECHANICAL_DAMAGE,2019,CARBON STEEL
20230303,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20230304,2023,EXTERNAL_CORROSION,1988,CARBON STEEL
20230305,2023,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230306,2023,MECHANICAL_DAMAGE,2019,CARBON STEEL
20230307,2023,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20230308,2023,MECHANICAL_DAMAGE,2014,CARBON STEEL
20230309,2023,OTHER,2023,CARBON STEEL
20230310,2023,OTHER,2023,MATERIAL OTHER THAN CARBON STEEL
20240001,2023,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240002,2023,OTHER,2023,CARBON STEEL
20240003,2023,OTHER,2019,CARBON STEEL
20240004,2023,INTERNAL_CORROSION,1988,CARBON STEEL
20240005,2023,MECHANICAL_DAMAGE,1957,CARBON STEEL
20240006,2023,MECHANICAL_DAMAGE,1990,CARBON STEEL
20240007,2023,MATERIAL_FAILURE,1963,CARBON STEEL
20240008,2023,EXTERNAL_CORROSION,1922,CARBON STEEL
20240009,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240010,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240011,2023,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20240012,2023,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20240013,2023,INTERNAL_CORROSION,2015,CARBON STEEL
20240014,2023,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240015,2023,INTERNAL_CORROSION,1998,CARBON STEEL
20240016,2023,MECHANICAL_DAMAGE,2023,MATERIAL OTHER THAN CARBON STEEL
20240017,2023,MECHANICAL_DAMAGE,1984,CARBON STEEL
20240018,2023,MECHANICAL_DAMAGE,2016,MATERIAL OTHER THAN CARBON STEEL
20240019,2023,MECHANICAL_DAMAGE,1965,CARBON STEEL
20240020,2023,INTERNAL_CORROSION,2016,CARBON STEEL
20240021,2023,EXTERNAL_CORROSION,1963,CARBON STEEL
20240022,2023,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20240023,2023,MECHANICAL_DAMAGE,2006,MATERIAL OTHER THAN CARBON STEEL
20240024,2023,INTERNAL_CORROSION,2014,CARBON STEEL
20240025,2024,MECHANICAL_DAMAGE,2022,CARBON STEEL
20240026,2024,MECHANICAL_DAMAGE,2009,CARBON STEEL
20240027,2024,MECHANICAL_DAMAGE,1972,CARBON STEEL
20240028,2024,INTERNAL_CORROSION,2018,CARBON STEEL
20240029,2024,MECHANICAL_DAMAGE,1980,MATERIAL OTHER THAN CARBON STEEL
20240030,2024,MECHANICAL_DAMAGE,2022,MATERIAL OTHER THAN CARBON STEEL
20240031,2024,MECHANICAL_DAMAGE,1972,CARBON STEEL
20240032,2024,MECHANICAL_DAMAGE,1972,CARBON STEEL
20240033,2024,OTHER,2023,MATERIAL OTHER THAN CARBON STEEL
20240034,2024,MATERIAL_FAILURE,2014,CARBON STEEL
20240035,2024,MECHANICAL_DAMAGE,2022,MATERIAL OTHER THAN CARBON STEEL
20240036,2024,INTERNAL_CORROSION,2016,CARBON STEEL
20240037,2024,MECHANICAL_DAMAGE,2016,CARBON STEEL
20240038,2024,EXTERNAL_CORROSION,1931,CARBON STEEL
20240039,2024,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240040,2024,OTHER,2023,CARBON STEEL
20240041,2024,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240042,2024,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20240043,2024,MATERIAL_FAILURE,1952,CARBON STEEL
20240044,2024,INTERNAL_CORROSION,1956,CARBON STEEL
20240045,2024,MECHANICAL_DAMAGE,1995,CARBON STEEL
20240046,2024,OTHER,2011,MATERIAL OTHER THAN CARBON STEEL
20240047,2024,OTHER,2018,MATERIAL OTHER THAN CARBON STEEL
20240048,2024,MECHANICAL_DAMAGE,2023,CARBON STEEL
20240049,2024,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240050,2024,EXTERNAL_CORROSION,1945,CARBON STEEL
20240052,2024,OTHER,1959,CARBON STEEL
20240053,2024,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240054,2024,OTHER,UNKNOWN,CARBON STEEL
20240055,2024,MECHANICAL_DAMAGE,2010,CARBON STEEL
20240056,2024,MATERIAL_FAILURE,1992,CARBON STEEL
20240057,2024,MATERIAL_FAILURE,1971,CARBON STEEL
20240058,2024,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240059,2024,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240060,2024,MECHANICAL_DAMAGE,2020,CARBON STEEL
20240061,2024,INTERNAL_CORROSION,2013,CARBON STEEL
20240062,2024,MECHANICAL_DAMAGE,2021,CARBON STEEL
20240063,2024,MECHANICAL_DAMAGE,2019,CARBON STEEL
20240064,2024,OTHER,2004,CARBON STEEL
20240065,2024,MATERIAL_FAILURE,1982,CARBON STEEL
20240066,2024,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240067,2024,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240068,2024,MECHANICAL_DAMAGE,2023,CARBON STEEL
20240069,2024,MATERIAL_FAILURE,1957,CARBON STEEL
20240070,2024,MECHANICAL_DAMAGE,2016,MATERIAL OTHER THAN CARBON STEEL
20240071,2024,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20240073,2024,EXTERNAL_CORROSION,2014,CARBON STEEL
20240074,2024,EXTERNAL_CORROSION,1993,CARBON STEEL
20240075,2024,MECHANICAL_DAMAGE,2024,MATERIAL OTHER THAN CARBON STEEL
20240076,2024,OTHER,1957,CARBON STEEL
20240077,2024,MECHANICAL_DAMAGE,1968,CARBON STEEL
20240078,2024,MECHANICAL_DAMAGE,2013,CARBON STEEL
20240079,2024,OTHER,1996,CARBON STEEL
20240080,2024,INTERNAL_CORROSION,2014,CARBON STEEL
20240081,2024,MECHANICAL_DAMAGE,1969,CARBON STEEL
20240082,2024,MECHANICAL_DAMAGE,2005,CARBON STEEL
20240083,2024,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20240084,2024,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240085,2024,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240086,2024,MECHANICAL_DAMAGE,2019,CARBON STEEL
20240087,2024,OTHER,2018,CARBON STEEL
20240088,2024,INTERNAL_CORROSION,1990,CARBON STEEL
20240089,2024,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240090,2024,EXTERNAL_CORROSION,1975,CARBON STEEL
20240091,2024,MATERIAL_FAILURE,2019,CARBON STEEL
20240092,2024,MECHANICAL_DAMAGE,2018,CARBON STEEL
20240093,2024,MECHANICAL_DAMAGE,2015,MATERIAL OTHER THAN CARBON STEEL
20240094,2024,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240095,2024,INTERNAL_CORROSION,1963,CARBON STEEL
20240096,2024,OTHER,1998,CARBON STEEL
20240097,2024,MECHANICAL_DAMAGE,2016,MATERIAL OTHER THAN CARBON STEEL
20240098,2024,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20240099,2024,INTERNAL_CORROSION,2017,CARBON STEEL
20240100,2024,OTHER,UNKNOWN,CARBON STEEL
20240101,2024,OTHER,1998,CARBON STEEL
20240102,2024,MECHANICAL_DAMAGE,2023,MATERIAL OTHER THAN CARBON STEEL
20240103,2024,MECHANICAL_DAMAGE,1975,CARBON STEEL
20240104,2024,INTERNAL_CORROSION,2012,CARBON STEEL
20240105,2024,MECHANICAL_DAMAGE,1954,CARBON STEEL
20240106,2024,MECHANICAL_DAMAGE,2017,CARBON STEEL
20240107,2024,MECHANICAL_DAMAGE,2010,MATERIAL OTHER THAN CARBON STEEL
20240108,2024,MECHANICAL_DAMAGE,2024,MATERIAL OTHER THAN CARBON STEEL
20240109,2024,EXTERNAL_CORROSION,1949,CARBON STEEL
20240110,2024,OTHER,1944,CARBON STEEL
20240111,2024,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240112,2023,MECHANICAL_DAMAGE,1942,CARBON STEEL
20240113,2024,INTERNAL_CORROSION,2019,CARBON STEEL
20240114,2024,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240115,2024,INTERNAL_CORROSION,2018,CARBON STEEL
20240116,2024,MECHANICAL_DAMAGE,2019,MATERIAL OTHER THAN CARBON STEEL
20240117,2024,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240118,2024,INTERNAL_CORROSION,1977,CARBON STEEL
20240119,2024,OTHER,2018,CARBON STEEL
20240120,2024,EXTERNAL_CORROSION,1954,CARBON STEEL
20240122,2024,MECHANICAL_DAMAGE,1975,CARBON STEEL
20240123,2024,MECHANICAL_DAMAGE,2002,CARBON STEEL
20240124,2024,INTERNAL_CORROSION,2019,CARBON STEEL
20240125,2024,INTERNAL_CORROSION,2016,CARBON STEEL
20240126,2024,OTHER,1968,CARBON STEEL
20240127,2024,INTERNAL_CORROSION,2015,CARBON STEEL
20240128,2024,MECHANICAL_DAMAGE,2015,CARBON STEEL
20240129,2024,OTHER,UNKNOWN,CARBON STEEL
20240130,2024,MECHANICAL_DAMAGE,2024,CARBON STEEL
20240131,2024,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20240132,2024,MECHANICAL_DAMAGE,2024,CARBON STEEL
20240133,2024,OTHER,1963,CARBON STEEL
20240135,2024,OTHER,1958,CARBON STEEL
20240136,2024,MECHANICAL_DAMAGE,2022,CARBON STEEL
20240137,2024,OTHER,2024,MATERIAL OTHER THAN CARBON STEEL
20240138,2024,MATERIAL_FAILURE,1933,CARBON STEEL
20240139,2024,INTERNAL_CORROSION,2012,CARBON STEEL
20240140,2024,EXTERNAL_CORROSION,1953,CARBON STEEL
20240141,2024,INTERNAL_CORROSION,1967,CARBON STEEL
20240142,2024,OTHER,2024,MATERIAL OTHER THAN CARBON STEEL
20240143,2024,INTERNAL_CORROSION,2020,CARBON STEEL
20240144,2024,MECHANICAL_DAMAGE,2009,MATERIAL OTHER THAN CARBON STEEL
20240145,2024,OTHER,UNKNOWN,CARBON STEEL
20240146,2024,MECHANICAL_DAMAGE,2024,MATERIAL OTHER THAN CARBON STEEL
20240147,2024,INTERNAL_CORROSION,2015,CARBON STEEL
20240148,2024,OTHER,2024,CARBON STEEL
20240149,2024,INTERNAL_CORROSION,2008,CARBON STEEL
20240150,2024,INTERNAL_CORROSION,1971,CARBON STEEL
20240151,2024,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20240152,2024,MECHANICAL_DAMAGE,1984,CARBON STEEL
20240153,2024,MATERIAL_FAILURE,1985,CARBON STEEL
20240154,2024,MECHANICAL_DAMAGE,2022,CARBON STEEL
20240155,2024,OTHER,2024,MATERIAL OTHER THAN CARBON STEEL
20240156,2024,INTERNAL_CORROSION,2019,CARBON STEEL
20240157,2024,MECHANICAL_DAMAGE,2002,CARBON STEEL
20240158,2024,MECHANICAL_DAMAGE,1965,CARBON STEEL
20240159,2024,MECHANICAL_DAMAGE,2018,CARBON STEEL
20240160,2024,OTHER,2023,CARBON STEEL
20240161,2024,MECHANICAL_DAMAGE,1976,CARBON STEEL
20240162,2024,OTHER,2024,CARBON STEEL
20240163,2024,MECHANICAL_DAMAGE,2018,CARBON STEEL
20240164,2024,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240165,2024,MECHANICAL_DAMAGE,1963,CARBON STEEL
20240166,2024,OTHER,1989,CARBON STEEL
20240167,2024,MECHANICAL_DAMAGE,2001,MATERIAL OTHER THAN CARBON STEEL
20240168,2024,INTERNAL_CORROSION,2015,CARBON STEEL
20240169,2024,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240170,2024,MECHANICAL_DAMAGE,2021,CARBON STEEL
20240171,2024,INTERNAL_CORROSION,1979,CARBON STEEL
20240172,2024,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20240173,2024,MECHANICAL_DAMAGE,2009,CARBON STEEL
20240174,2024,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20240175,2024,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240176,2024,OTHER,2012,CARBON STEEL
20240177,2024,MECHANICAL_DAMAGE,2024,MATERIAL OTHER THAN CARBON STEEL
20240178,2024,INTERNAL_CORROSION,2020,CARBON STEEL
20240179,2024,INTERNAL_CORROSION,2016,CARBON STEEL
20240180,2024,OTHER,UNKNOWN,CARBON STEEL
20240181,2024,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20240182,2024,OTHER,2022,MATERIAL OTHER THAN CARBON STEEL
20240183,2024,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240184,2024,MECHANICAL_DAMAGE,1999,CARBON STEEL
20240185,2024,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240186,2024,INTERNAL_CORROSION,1972,CARBON STEEL
20240187,2024,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20240188,2024,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240190,2024,OTHER,1994,CARBON STEEL
20240192,2024,EXTERNAL_CORROSION,1970,CARBON STEEL
20240194,2024,MECHANICAL_DAMAGE,2014,MATERIAL OTHER THAN CARBON STEEL
20240195,2024,EXTERNAL_CORROSION,1954,CARBON STEEL
20240196,2024,MECHANICAL_DAMAGE,2024,CARBON STEEL
20240198,2024,MECHANICAL_DAMAGE,2024,MATERIAL OTHER THAN CARBON STEEL
20240199,2024,INTERNAL_CORROSION,1951,CARBON STEEL
20240200,2024,OTHER,2024,CARBON STEEL
20240201,2024,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240202,2024,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20240203,2024,EXTERNAL_CORROSION,1963,CARBON STEEL
20240204,2024,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20240205,2024,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20240206,2024,EXTERNAL_CORROSION,1984,CARBON STEEL
20240207,2024,INTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20240208,2024,INTERNAL_CORROSION,2012,CARBON STEEL
20240209,2024,MECHANICAL_DAMAGE,1951,CARBON STEEL
20240210,2024,INTERNAL_CORROSION,1950,CARBON STEEL
20240211,2024,OTHER,1969,CARBON STEEL
20240212,2024,EXTERNAL_CORROSION,1975,CARBON STEEL
20240213,2024,MECHANICAL_DAMAGE,1951,CARBON STEEL
20240214,2024,MATERIAL_FAILURE,1975,CARBON STEEL
20240215,2024,OTHER,UNKNOWN,CARBON STEEL
